"plate","wellType","row","column","intensity"
"plate01","Test siRNAs",3,5,-0.0491576916328684
"plate01","Test siRNAs",3,6,-0.199001243769362
"plate01","Test siRNAs",3,7,0.0142209917246063
"plate01","Test siRNAs",3,8,0.374604704676214
"plate01","Test siRNAs",3,9,0.000709704063418845
"plate01","Test siRNAs",3,10,0.260254719729635
"plate01","Test siRNAs",3,11,0.243042385458618
"plate01","Test siRNAs",3,12,0.031227632987069
"plate01","Test siRNAs",3,13,0.244005590734996
"plate01","Test siRNAs",3,14,0.230576064924097
"plate01","Test siRNAs",3,15,0.476751904432912
"plate01","Test siRNAs",3,16,0.0307406587220911
"plate01","Test siRNAs",3,17,0.422301183460503
"plate01","Test siRNAs",3,18,0.0708146274495071
"plate01","Test siRNAs",3,19,-0.000983556297134897
"plate01","Test siRNAs",3,20,0.185293582705399
"plate01","Test siRNAs",3,21,-0.174097931854107
"plate01","Test siRNAs",3,22,0.262385588677705
"plate01","Positive Control",3,23,-1.7141741517982
"plate01","MISC2",3,24,-1.87093368342622
"plate01","No Cell Control",4,1,-3.44818406742199
"plate01","Positive Control",4,2,-1.72859728430347
"plate01","Test siRNAs",4,3,0.201036909523514
"plate01","Test siRNAs",4,4,0.11799600938979
"plate01","Test siRNAs",4,5,0.0554362640473413
"plate01","Test siRNAs",4,6,0.073038587959224
"plate01","Test siRNAs",4,7,0.0789912794546335
"plate01","Test siRNAs",4,8,0.0143171274037917
"plate01","Test siRNAs",4,9,0.263462097482633
"plate01","Test siRNAs",4,10,0.0900504233816597
"plate01","Test siRNAs",4,11,0.000423276974498787
"plate01","Test siRNAs",4,12,0.101883871255586
"plate01","Test siRNAs",4,13,-0.104918286221494
"plate01","Test siRNAs",4,14,0.330299261450632
"plate01","Test siRNAs",4,15,0.213275239709391
"plate01","Test siRNAs",4,16,0.146939251222261
"plate01","Test siRNAs",4,17,0.440276170700734
"plate01","Test siRNAs",4,18,0.108753806459342
"plate01","Test siRNAs",4,19,0.345555950927698
"plate01","Test siRNAs",4,20,0.437007388207741
"plate01","Test siRNAs",4,21,0.36278304242837
"plate01","Test siRNAs",4,22,0.588327365088538
"plate01","Positive Control",4,23,-0.629286852731395
"plate01","MISC2",4,24,-0.011616624195275
"plate01","No Cell Control",5,1,-3.28860124661604
"plate01","MISC3",5,2,0.30428585751175
"plate01","Test siRNAs",5,3,-0.0693456277219752
"plate01","Test siRNAs",5,4,0.45110583209639
"plate01","Test siRNAs",5,5,0.232887360200069
"plate01","Test siRNAs",5,6,0.216136659195117
"plate01","Test siRNAs",5,7,0.345944949872925
"plate01","Test siRNAs",5,8,0.328371405329495
"plate01","Test siRNAs",5,9,0.53905668567217
"plate01","Test siRNAs",5,10,0.259824803843498
"plate01","Test siRNAs",5,11,-0.0266977540109747
"plate01","Test siRNAs",5,12,-0.40589594960384
"plate01","Test siRNAs",5,13,0.281353832011227
"plate01","Test siRNAs",5,14,0.244027598557732
"plate01","Test siRNAs",5,15,-0.194140243939051
"plate01","Test siRNAs",5,16,0.0739699155775592
"plate01","Test siRNAs",5,17,0.10162409345319
"plate01","Test siRNAs",5,18,0.13651684320687
"plate01","Test siRNAs",5,19,0.15631222979209
"plate01","Test siRNAs",5,20,-0.503564870506458
"plate01","Test siRNAs",5,21,0.197121091447389
"plate01","Test siRNAs",5,22,0.168025963937293
"plate01","MISC3",5,23,0.0599720384992949
"plate01","MISC2",5,24,-1.03926282736893
"plate01","No Cell Control",6,1,-3.71931221985801
"plate01","MISC3",6,2,0.0432618877770397
"plate01","Test siRNAs",6,3,-0.102211752532089
"plate01","Test siRNAs",6,4,-0.24721432805075
"plate01","Test siRNAs",6,5,0.00945930959154379
"plate01","Test siRNAs",6,6,0.138531554301675
"plate01","Test siRNAs",6,7,0.308137419697787
"plate01","Test siRNAs",6,8,-0.320118548006211
"plate01","Test siRNAs",6,9,-0.0591456639904216
"plate01","Test siRNAs",6,10,0.224029774833951
"plate01","Test siRNAs",6,11,0.226035995233801
"plate01","Test siRNAs",6,12,-0.00172858764989528
"plate01","Test siRNAs",6,13,0.136708058503789
"plate01","Test siRNAs",6,14,0.513389689710822
"plate01","Test siRNAs",6,15,0.307870703621799
"plate01","Test siRNAs",6,16,0.152611674289524
"plate01","Test siRNAs",6,17,0.154783998316408
"plate01","Test siRNAs",6,18,0.0765215076144698
"plate01","Test siRNAs",6,19,0.387594915403695
"plate01","Test siRNAs",6,20,0.492476600950727
"plate01","Test siRNAs",6,21,0.016213838402755
"plate01","Test siRNAs",6,22,0.63893431221321
"plate01","MISC3",6,23,0.496664262485056
"plate01","MISC2",6,24,-1.38762592970969
"plate01","No Cell Control",7,1,-3.18097964429484
"plate01","MISC3",7,2,0.290825122015843
"plate01","Test siRNAs",7,3,0.236617514358351
"plate01","Test siRNAs",7,4,0.263214997340801
"plate01","Test siRNAs",7,5,0.42524377338905
"plate01","Test siRNAs",7,6,0.230824147607182
"plate01","Test siRNAs",7,7,0.0285301491051544
"plate01","Test siRNAs",7,8,0.0938954927023756
"plate01","Test siRNAs",7,9,0.0534065859499158
"plate01","Test siRNAs",7,10,-0.0252075055657528
"plate01","Test siRNAs",7,11,0.289026184533275
"plate01","Test siRNAs",7,12,0.404462906463991
"plate01","Test siRNAs",7,13,0.234526350880563
"plate01","Test siRNAs",7,14,0.0608103219787645
"plate01","Test siRNAs",7,15,-0.267355500872035
"plate01","Test siRNAs",7,16,0.179834669671301
"plate01","Test siRNAs",7,17,-0.269883966248854
"plate01","Test siRNAs",7,18,-0.00642597491283833
"plate01","Test siRNAs",7,19,-0.358829425181043
"plate01","Test siRNAs",7,20,0.00930887916975762
"plate01","Test siRNAs",7,21,-0.0697895032637268
"plate01","Test siRNAs",7,22,-0.615078350772254
"plate01","MISC3",7,23,-0.15104869495875
"plate01","MISC2",7,24,-1.33510833179125
"plate01","No Cell Control",8,1,-3.28706556172627
"plate01","MISC3",8,2,0.117893868606844
"plate01","Test siRNAs",8,3,0.265886425262415
"plate01","Test siRNAs",8,4,0.101529046653026
"plate01","Test siRNAs",8,5,0.254703553963978
"plate01","Test siRNAs",8,6,-0.460220242410324
"plate01","Test siRNAs",8,7,0.0351292924167393
"plate01","Test siRNAs",8,8,-0.0995730896950789
"plate01","Test siRNAs",8,9,-0.49339470546173
"plate01","Test siRNAs",8,10,0.375675618835597
"plate01","Test siRNAs",8,11,0.224285327701917
"plate01","Test siRNAs",8,12,0.509438741954096
"plate01","Test siRNAs",8,13,-0.289336085226395
"plate01","Test siRNAs",8,14,0.0185791280095454
"plate01","Test siRNAs",8,15,0.0491517200148096
"plate01","Test siRNAs",8,16,0.0345373131720755
"plate01","Test siRNAs",8,17,0.306025743127025
"plate01","Test siRNAs",8,18,0.162737153127178
"plate01","Test siRNAs",8,19,0.314868456974642
"plate01","Test siRNAs",8,20,-0.205160971734014
"plate01","Test siRNAs",8,21,-0.0395071532948159
"plate01","Test siRNAs",8,22,0.414327809068829
"plate01","MISC3",8,23,0.416218342512955
"plate01","MISC2",8,24,-1.20349489994601
"plate01","No Cell Control",9,1,-2.9087817196702
"plate01","Negative Control",9,2,0.498922216533234
"plate01","Test siRNAs",9,3,0.360100115231991
"plate01","Test siRNAs",9,4,0.218683542252297
"plate01","Test siRNAs",9,5,-0.286665329021275
"plate01","Test siRNAs",9,6,0.310487801056651
"plate01","Test siRNAs",9,7,-0.00223517156453731
"plate01","Test siRNAs",9,8,0.0568741117587746
"plate01","Test siRNAs",9,9,-0.084151219606578
"plate01","Test siRNAs",9,10,0.213763058168541
"plate01","Test siRNAs",9,11,0.41775017050046
"plate01","Test siRNAs",9,12,-0.0339055269310908
"plate01","Test siRNAs",9,13,0.386893651202022
"plate01","Test siRNAs",9,14,0.0876132609456574
"plate01","Test siRNAs",9,15,0.201897104239437
"plate01","Test siRNAs",9,16,0.0838576722075744
"plate01","Test siRNAs",9,17,0.0302881399437616
"plate01","Test siRNAs",9,18,-0.202067073089452
"plate01","Test siRNAs",9,19,0.105971680089255
"plate01","Test siRNAs",9,20,-0.0710488578854266
"plate01","Test siRNAs",9,21,-0.330622408931743
"plate01","Test siRNAs",9,22,0.364466537914732
"plate01","Negative Control",9,23,0.280388101103917
"plate01","MISC2",9,24,-1.12748137930634
"plate01","No Cell Control",10,1,-2.97153013321255
"plate01","Negative Control",10,2,0.126532703322387
"plate01","Test siRNAs",10,3,-0.266415360316305
"plate01","Test siRNAs",10,4,-0.0707150747822529
"plate01","Test siRNAs",10,5,0.00495002277734789
"plate01","Test siRNAs",10,6,0.308224528922701
"plate01","Test siRNAs",10,7,0.228056021639773
"plate01","Test siRNAs",10,8,-0.0179946922224
"plate01","Test siRNAs",10,9,-0.137575119066165
"plate01","Test siRNAs",10,10,0.111310816774166
"plate01","Test siRNAs",10,11,0.401456459014057
"plate01","Test siRNAs",10,12,0.47055596656843
"plate01","Test siRNAs",10,13,0.310777334859345
"plate01","Test siRNAs",10,14,-0.182622126624942
"plate01","Test siRNAs",10,15,0.064387862728615
"plate01","Test siRNAs",10,16,0.116832195019672
"plate01","Test siRNAs",10,17,0.332415105207742
"plate01","Test siRNAs",10,18,0.250487775714716
"plate01","Test siRNAs",10,19,0.442830156921147
"plate01","Test siRNAs",10,20,0.336682132683486
"plate01","Test siRNAs",10,21,-0.12658613437996
"plate01","Test siRNAs",10,22,0.535627148667837
"plate01","Negative Control",10,23,0.439127858644034
"plate01","MISC2",10,24,-1.21206563229987
"plate01","No Cell Control",11,1,-3.0489893942087
"plate01","Negative Control",11,2,0.379773768771961
"plate01","Test siRNAs",11,3,0.517160959405595
"plate01","Test siRNAs",11,4,0.0138374658885811
"plate01","Test siRNAs",11,5,0.47014140860474
"plate01","Test siRNAs",11,6,0.0995897219195498
"plate01","Test siRNAs",11,7,-0.668097594130809
"plate01","Test siRNAs",11,8,-0.310681267563156
"plate01","Test siRNAs",11,9,0.329080869837711
"plate01","Test siRNAs",11,10,-0.262523967006127
"plate01","Test siRNAs",11,11,0.112493252698258
"plate01","Test siRNAs",11,12,0.209584715662644
"plate01","Test siRNAs",11,13,0.404202415429968
"plate01","Test siRNAs",11,14,-0.273852607515343
"plate01","Test siRNAs",11,15,0.211396882107409
"plate01","Test siRNAs",11,16,0.0878082833448615
"plate01","Test siRNAs",11,17,0.0129389384529484
"plate01","Test siRNAs",11,18,0.199900066882128
"plate01","MISC1",11,19,0.00803908429161314
"plate01","MISC1",11,20,-0.106855613102028
"plate01","Test siRNAs",11,21,0.0906058555351323
"plate01","Test siRNAs",11,22,0.0729879981094798
"plate01","Negative Control",11,23,0.201153719022133
"plate01","MISC2",11,24,-1.21734623209647
"plate01","No Cell Control",12,1,-3.03784146525942
"plate01","Negative Control",12,2,0.314920740844678
"plate01","Test siRNAs",12,3,0.0407486224691318
"plate01","Test siRNAs",12,4,0.277878695518099
"plate01","Test siRNAs",12,5,-0.00816628830754473
"plate01","Test siRNAs",12,6,0.196537197529803
"plate01","Test siRNAs",12,7,0.0953007573447287
"plate01","Test siRNAs",12,8,0.241206302189486
"plate01","Test siRNAs",12,9,-0.00684673716524811
"plate01","Test siRNAs",12,10,0.100191364188246
"plate01","Test siRNAs",12,11,-0.146180558468062
"plate01","Test siRNAs",12,12,0.149593904782933
"plate01","Test siRNAs",12,13,-0.0331374951189449
"plate01","Test siRNAs",12,14,-0.238735047994057
"plate01","Test siRNAs",12,15,-0.233712276627986
"plate01","Test siRNAs",12,16,-0.214298155202517
"plate01","Test siRNAs",12,17,-0.283216235106236
"plate01","Test siRNAs",12,18,0.0276268956125736
"plate01","MISC1",12,19,0.122290054266584
"plate01","MISC1",12,20,0.153069870666221
"plate01","Test siRNAs",12,21,0.118390115796249
"plate01","Test siRNAs",12,22,0.292043035188201
"plate01","Negative Control",12,23,0.397631167445574
"plate01","MISC2",12,24,-1.27338869799269
"plate01","No Cell Control",13,1,-2.81443868008467
"plate01","MISC4",13,2,0.560594198652134
"plate01","Test siRNAs",13,3,0.353731557129588
"plate01","Test siRNAs",13,4,0.318343927957415
"plate01","Test siRNAs",13,5,0.247105619660108
"plate01","Test siRNAs",13,6,0.157750543263895
"plate01","Test siRNAs",13,7,0.274438500230603
"plate01","Test siRNAs",13,8,-0.0223913586933037
"plate01","Test siRNAs",13,9,0.471527267334024
"plate01","Test siRNAs",13,10,0.456114574271157
"plate01","Test siRNAs",13,11,0.182205334229683
"plate01","Test siRNAs",13,12,0.649202772203875
"plate01","MISC1",13,13,0.132508668909959
"plate01","MISC1",13,14,0.191997053003776
"plate01","Test siRNAs",13,15,-0.233687502388472
"plate01","Test siRNAs",13,16,0.209425366502598
"plate01","Test siRNAs",13,17,0.239639722354847
"plate01","Test siRNAs",13,18,0.194602069312456
"plate01","Test siRNAs",13,19,0.287524629868193
"plate01","Test siRNAs",13,20,0.0873213695092353
"plate01","Test siRNAs",13,21,0.170995222387293
"plate01","Test siRNAs",13,22,0.163721596619569
"plate01","MISC4",13,23,0.0702021465540454
"plate01","MISC2",13,24,-1.26725225769732
"plate01","No Cell Control",14,1,-2.16347876138909
"plate01","MISC4",14,2,0.193399147450753
"plate01","Test siRNAs",14,3,-0.00797581852339493
"plate01","Test siRNAs",14,4,-0.0944826910159867
"plate01","Test siRNAs",14,5,-0.068931166249735
"plate01","Test siRNAs",14,6,0.208019006355534
"plate01","Test siRNAs",14,7,0.252095213865215
"plate01","Test siRNAs",14,8,-0.334134249692003
"plate01","Test siRNAs",14,9,0.343712314979455
"plate01","Test siRNAs",14,10,-0.0244632061150524
"plate01","Test siRNAs",14,11,-0.134302553674495
"plate01","Test siRNAs",14,12,-0.235633263046793
"plate01","MISC1",14,13,-0.101270025408573
"plate01","MISC1",14,14,-0.041870412453431
"plate01","Test siRNAs",14,15,0.13903580067014
"plate01","Test siRNAs",14,16,-0.130409923886348
"plate01","Test siRNAs",14,17,-0.12351128606152
"plate01","Test siRNAs",14,18,-0.0432590993400838
"plate01","Test siRNAs",14,19,-0.246890795270643
"plate01","Test siRNAs",14,20,0.0960130960935071
"plate01","Test siRNAs",14,21,0.160553349091332
"plate01","Test siRNAs",14,22,0.0165150142147465
"plate01","MISC4",14,23,0.253686079235427
"plate01","MISC2",14,24,-1.3575114744681
"plate01","No Cell Control",15,1,-2.95271780052375
"plate01","MISC4",15,2,0.369896966776008
"plate01","Test siRNAs",15,3,0.0377951977740608
"plate01","Test siRNAs",15,4,0.366468661222789
"plate01","Test siRNAs",15,5,0.128706295533018
"plate01","Test siRNAs",15,6,-0.0335076236734613
"plate01","MISC1",15,7,0.0687094135666843
"plate01","MISC1",15,8,0.0647860111725816
"plate01","Test siRNAs",15,9,-0.191489634695106
"plate01","Test siRNAs",15,10,0.0299293540456956
"plate01","Test siRNAs",15,11,0.0841264150866857
"plate01","Test siRNAs",15,12,0.18533451839051
"plate01","Test siRNAs",15,13,0.226972790492823
"plate01","Test siRNAs",15,14,0.351653252406283
"plate01","Test siRNAs",15,15,0.248823246614819
"plate01","Test siRNAs",15,16,0.0969807081231845
"plate01","Test siRNAs",15,17,0.346589849333152
"plate01","Test siRNAs",15,18,0.23382581005647
"plate01","Test siRNAs",15,19,-0.0293606117456927
"plate01","Test siRNAs",15,20,0.230813188753081
"plate01","Test siRNAs",15,21,0.224781900758995
"plate01","Test siRNAs",15,22,-0.221509071716632
"plate01","MISC4",15,23,0.13828108511979
"plate01","MISC2",15,24,-1.729137284607
"plate01","No Cell Control",16,1,-3.42096142063345
"plate01","MISC4",16,2,0.15568202593592
"plate01","Test siRNAs",16,3,0.203638045515838
"plate01","Test siRNAs",16,4,-0.158915039791757
"plate01","Test siRNAs",16,5,0.264482737386701
"plate01","Test siRNAs",16,6,-0.0400741536541503
"plate01","MISC1",16,7,0.00266929132987984
"plate01","MISC1",16,8,0.0448254947644126
"plate01","Test siRNAs",16,9,-0.316759265568461
"plate01","Test siRNAs",16,10,0.117964550282529
"plate01","Test siRNAs",16,11,0.297385277897433
"plate01","Test siRNAs",16,12,0.184535525958151
"plate01","Test siRNAs",16,13,0.0639155328540142
"plate01","Test siRNAs",16,14,0.189984848493109
"plate01","Test siRNAs",16,15,0.134851982327798
"plate01","Test siRNAs",16,16,0.403750650326149
"plate01","Test siRNAs",16,17,0.373226737279279
"plate01","Test siRNAs",16,18,0.194712100802561
"plate01","Test siRNAs",16,19,0.216819994211008
"plate01","Test siRNAs",16,20,-0.269447971106077
"plate01","Test siRNAs",16,21,0.00970106449155575
"plate01","Test siRNAs",16,22,0.141721891095246
"plate01","MISC4",16,23,0.159763084182629
"plate01","MISC2",16,24,-1.73159218603871
"plate02","No Cell Control",1,1,-3.10566899822096
"plate02","Positive Control",1,2,-1.61841717764911
"plate02","MISC1",1,3,0.408876433678458
"plate02","MISC1",1,4,0.367984169314397
"plate02","Test siRNAs",1,5,0.286112760209274
"plate02","Test siRNAs",1,6,0.504841011303237
"plate02","Test siRNAs",1,7,0.490175874026842
"plate02","Test siRNAs",1,8,0.458710847986185
"plate02","Test siRNAs",1,9,0.50895845299052
"plate02","Test siRNAs",1,10,0.354964627835692
"plate02","Test siRNAs",1,11,0.749836962174063
"plate02","Test siRNAs",1,12,0.520788657031785
"plate02","Test siRNAs",1,13,0.583689775870712
"plate02","Test siRNAs",1,14,0.437182106086765
"plate02","Test siRNAs",1,15,0.0989894844582388
"plate02","Test siRNAs",1,16,0.617711021410291
"plate02","Test siRNAs",1,17,0.501036616375521
"plate02","Test siRNAs",1,18,0.557594007930841
"plate02","Test siRNAs",1,19,0.514620598525734
"plate02","Test siRNAs",1,20,0.00795067946809136
"plate02","Test siRNAs",1,21,0.230122911159691
"plate02","Test siRNAs",1,22,0.219835030211426
"plate02","Positive Control",1,23,-0.894113288323678
"plate02","MISC2",1,24,-0.610283899963217
"plate02","No Cell Control",2,1,-3.13379217980589
"plate02","Positive Control",2,2,-1.78291600236075
"plate02","MISC1",2,3,0.276550190734263
"plate02","MISC1",2,4,0.271022609653459
"plate02","Test siRNAs",2,5,0.206167953175955
"plate02","Test siRNAs",2,6,-0.111164738782171
"plate02","Test siRNAs",2,7,0.234319611318245
"plate02","Test siRNAs",2,8,0.349305608683162
"plate02","Test siRNAs",2,9,0.635738813451257
"plate02","Test siRNAs",2,10,0.638684563176468
"plate02","Test siRNAs",2,11,0.410499245129232
"plate02","Test siRNAs",2,12,0.601106295317674
"plate02","Test siRNAs",2,13,0.513675293225223
"plate02","Test siRNAs",2,14,0.530335242065917
"plate02","Test siRNAs",2,15,0.339385802159463
"plate02","Test siRNAs",2,16,0.55021070995139
"plate02","Test siRNAs",2,17,0.579039294717409
"plate02","Test siRNAs",2,18,0.454557526780777
"plate02","Test siRNAs",2,19,0.344781831493552
"plate02","Test siRNAs",2,20,0.360443641142474
"plate02","Test siRNAs",2,21,0.499646981839928
"plate02","Test siRNAs",2,22,0.491416334218793
"plate02","Positive Control",2,23,-1.5464289227159
"plate02","MISC2",2,24,-0.861939380009087
"plate02","No Cell Control",3,1,-3.06578362994481
"plate02","Positive Control",3,2,-1.68004391355941
"plate02","Test siRNAs",3,3,0.515250088398674
"plate02","Test siRNAs",3,4,0.501712379847425
"plate02","Test siRNAs",3,5,0.519447892722812
"plate02","Test siRNAs",3,6,0.364538360766737
"plate02","Test siRNAs",3,7,0.74093075988474
"plate02","Test siRNAs",3,8,0.680665543121272
"plate02","Test siRNAs",3,9,0.36882885994542
"plate02","Test siRNAs",3,10,0.447628719901287
"plate02","Test siRNAs",3,11,0.491712783099521
"plate02","Test siRNAs",3,12,0.591614311125134
"plate02","Test siRNAs",3,13,-0.0459699971016299
"plate02","Test siRNAs",3,14,0.613374989647673
"plate02","Test siRNAs",3,15,0.702058689278049
"plate02","Test siRNAs",3,16,-0.0373976621039687
"plate02","Test siRNAs",3,17,0.0847105020571419
"plate02","Test siRNAs",3,18,0.584315484150236
"plate02","Test siRNAs",3,19,0.582344305873531
"plate02","Test siRNAs",3,20,0.328233195083135
"plate02","Test siRNAs",3,21,0.36485347564486
"plate02","Test siRNAs",3,22,0.545998290196781
"plate02","Positive Control",3,23,-1.38521648620025
"plate02","MISC2",3,24,-0.654916997972686
"plate02","No Cell Control",4,1,-3.21474308738242
"plate02","Positive Control",4,2,-1.4113280045255
"plate02","Test siRNAs",4,3,0.468426648317299
"plate02","Test siRNAs",4,4,0.463159610667833
"plate02","Test siRNAs",4,5,0.558450431387339
"plate02","Test siRNAs",4,6,0.143709892403056
"plate02","Test siRNAs",4,7,0.543279798410275
"plate02","Test siRNAs",4,8,0.599276068379849
"plate02","Test siRNAs",4,9,0.605808959797556
"plate02","Test siRNAs",4,10,0.312686255912765
"plate02","Test siRNAs",4,11,0.379134514532606
"plate02","Test siRNAs",4,12,0.413470410900965
"plate02","Test siRNAs",4,13,0.578836421193223
"plate02","Test siRNAs",4,14,0.434322038693014
"plate02","Test siRNAs",4,15,0.423646107778711
"plate02","Test siRNAs",4,16,0.517828707184335
"plate02","Test siRNAs",4,17,0.642456234066585
"plate02","Test siRNAs",4,18,0.352208138131316
"plate02","Test siRNAs",4,19,0.0368206893189304
"plate02","Test siRNAs",4,20,0.535591127340793
"plate02","Test siRNAs",4,21,0.687762170938709
"plate02","Test siRNAs",4,22,0.684923291271113
"plate02","Positive Control",4,23,-1.48218797355511
"plate02","MISC2",4,24,-1.33283266772938
"plate02","No Cell Control",5,1,-3.11444719227593
"plate02","MISC3",5,2,0.435016851937718
"plate02","Test siRNAs",5,3,0.455957272358675
"plate02","Test siRNAs",5,4,0.73693950648173
"plate02","Test siRNAs",5,5,-0.136096402941311
"plate02","Test siRNAs",5,6,0.511757088281896
"plate02","Test siRNAs",5,7,0.644441437933555
"plate02","Test siRNAs",5,8,0.376824861487529
"plate02","Test siRNAs",5,9,0.572646640151014
"plate02","Test siRNAs",5,10,0.539195002471577
"plate02","Test siRNAs",5,11,0.327746790877642
"plate02","Test siRNAs",5,12,0.421694773316536
"plate02","Test siRNAs",5,13,0.276194756651508
"plate02","Test siRNAs",5,14,0.646129496000392
"plate02","Test siRNAs",5,15,0.488409826022201
"plate02","Test siRNAs",5,16,0.260022154318566
"plate02","Test siRNAs",5,17,0.479258353822859
"plate02","Test siRNAs",5,18,0.200478733796317
"plate02","Test siRNAs",5,19,0.365736626568181
"plate02","Test siRNAs",5,20,0.459847897796989
"plate02","Test siRNAs",5,21,0.495846931755089
"plate02","Test siRNAs",5,22,0.492080311115414
"plate02","MISC3",5,23,0.604267425543464
"plate02","MISC2",5,24,-0.3848780051866
"plate02","No Cell Control",6,1,-3.28785956652156
"plate02","MISC3",6,2,0.359157122966105
"plate02","Test siRNAs",6,3,0.57280047760461
"plate02","Test siRNAs",6,4,-0.0298681583429146
"plate02","Test siRNAs",6,5,0.374900389637949
"plate02","Test siRNAs",6,6,0.634400764307205
"plate02","Test siRNAs",6,7,0.417081197311055
"plate02","Test siRNAs",6,8,0.71762007307948
"plate02","Test siRNAs",6,9,0.28854596948059
"plate02","Test siRNAs",6,10,0.244990746210786
"plate02","Test siRNAs",6,11,0.344365873685238
"plate02","Test siRNAs",6,12,0.359517847230006
"plate02","Test siRNAs",6,13,0.499020434989856
"plate02","Test siRNAs",6,14,0.489770875015769
"plate02","Test siRNAs",6,15,0.740310164701318
"plate02","Test siRNAs",6,16,0.61314295647222
"plate02","Test siRNAs",6,17,0.579131159333998
"plate02","Test siRNAs",6,18,0.128672813099097
"plate02","Test siRNAs",6,19,0.445251588417972
"plate02","Test siRNAs",6,20,0.514166435179691
"plate02","Test siRNAs",6,21,0.438855237152333
"plate02","Test siRNAs",6,22,0.759684478895395
"plate02","MISC3",6,23,0.57557687480361
"plate02","MISC2",6,24,-0.46593011525109
"plate02","No Cell Control",7,1,-3.01884274856833
"plate02","MISC3",7,2,0.394276817860781
"plate02","Test siRNAs",7,3,0.556662502139154
"plate02","Test siRNAs",7,4,0.501796410488977
"plate02","Test siRNAs",7,5,0.467873174560752
"plate02","Test siRNAs",7,6,0.261405953470474
"plate02","Test siRNAs",7,7,0.0769844897216059
"plate02","Test siRNAs",7,8,0.614893809574309
"plate02","Test siRNAs",7,9,0.33161624354416
"plate02","Test siRNAs",7,10,0.250008099918699
"plate02","Test siRNAs",7,11,0.166216987725221
"plate02","Test siRNAs",7,12,0.601207614395835
"plate02","Test siRNAs",7,13,0.0458191611215758
"plate02","Test siRNAs",7,14,0.392251304548676
"plate02","Test siRNAs",7,15,0.584938541425399
"plate02","Test siRNAs",7,16,0.633048485464607
"plate02","Test siRNAs",7,17,0.421538029569597
"plate02","Test siRNAs",7,18,0.154229512685072
"plate02","Test siRNAs",7,19,0.359444624015778
"plate02","Test siRNAs",7,20,0.345879964540441
"plate02","Test siRNAs",7,21,0.257147642715937
"plate02","Test siRNAs",7,22,0.19362792691146
"plate02","MISC3",7,23,0.492300250031763
"plate02","MISC2",7,24,-0.59120189226627
"plate02","No Cell Control",8,1,-3.26337304961255
"plate02","MISC3",8,2,0.462186382165996
"plate02","Test siRNAs",8,3,0.506026065836702
"plate02","Test siRNAs",8,4,0.626091097095799
"plate02","Test siRNAs",8,5,0.551601186620094
"plate02","Test siRNAs",8,6,0.64272874196271
"plate02","Test siRNAs",8,7,0.389536416939346
